"GEO_ID","NAME","B01001E_001E","B01001E_001M","B01001E_002E","B01001E_002M","B01001E_003E","B01001E_003M","B01001E_004E","B01001E_004M","B01001E_005E","B01001E_005M","B01001E_006E","B01001E_006M","B01001E_007E","B01001E_007M","B01001E_008E","B01001E_008M","B01001E_009E","B01001E_009M","B01001E_010E","B01001E_010M","B01001E_011E","B01001E_011M","B01001E_012E","B01001E_012M","B01001E_013E","B01001E_013M","B01001E_014E","B01001E_014M","B01001E_015E","B01001E_015M","B01001E_016E","B01001E_016M","B01001E_017E","B01001E_017M","B01001E_018E","B01001E_018M","B01001E_019E","B01001E_019M","B01001E_020E","B01001E_020M","B01001E_021E","B01001E_021M","B01001E_022E","B01001E_022M","B01001E_023E","B01001E_023M","B01001E_024E","B01001E_024M","B01001E_025E","B01001E_025M","B01001E_026E","B01001E_026M","B01001E_027E","B01001E_027M","B01001E_028E","B01001E_028M","B01001E_029E","B01001E_029M","B01001E_030E","B01001E_030M","B01001E_031E","B01001E_031M"
"310M400US30260","Lewisburg, PA Micro Area","26","32","17","31","0","22","0","22","0","22","0","22","0","22","0","22","0","22","17","31","0","22","0","22","0","22","0","22","0","22","0","22","9","15","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","9","15","0","22","0","22","0","22","0","22"
"310M400US30280","Lewisburg, TN Micro Area","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26"
"310M400US30300","Lewiston, ID-WA Metro Area","76","62","34","43","0","27","7","13","0","27","0","27","0","27","4","8","0","27","0","27","0","27","0","27","0","27","23","38","0","27","0","27","42","39","0","27","0","27","5","10","0","27","0","27","0","27","25","33","0","27","0","27","0","27","8","12","4","12","0","27","0","27"
"310M400US30340","Lewiston-Auburn, ME Metro Area","4","7","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","4","7","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","4","7","0","23","0","23","0","23","0","23","0","23"
"310M400US30380","Lewistown, PA Micro Area","26","38","14","23","0","22","0","22","0","22","0","22","0","22","0","22","0","22","6","10","0","22","0","22","8","15","0","22","0","22","0","22","12","15","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","9","14","3","6","0","22","0","22"
"310M400US30420","Lexington, NE Micro Area","19","32","19","32","0","17","0","17","0","17","19","32","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"310M400US30460","Lexington-Fayette, KY Metro Area","184","43","74","41","0","27","0","27","16","27","0","27","0","27","7","12","24","23","0","27","13","22","14","22","0","27","0","27","0","27","0","27","110","33","31","29","7","10","0","27","0","27","0","27","0","27","25","23","0","27","21","34","0","27","26","46","0","27","0","27","0","27"
"310M400US30580","Liberal, KS Micro Area","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"310M400US30620","Lima, OH Metro Area","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27"
"310M400US30660","Lincoln, IL Micro Area","2","5","1","3","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","1","3","0","20","0","20","0","20","1","3","1","3","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20"
"310M400US30700","Lincoln, NE Metro Area","215","65","106","33","0","22","0","22","0","22","0","22","0","22","1","3","57","45","23","33","17","22","0","22","8","13","0","22","0","22","0","22","109","68","13","18","12","19","11","19","0","22","0","22","5","12","27","35","23","33","0","22","16","27","2","3","0","22","0","22","0","22"
"310M400US30780","Little Rock-North Little Rock-Conway, AR Metro Area","480","245","332","185","68","86","0","28","85","90","0","28","0","28","8","11","53","61","16","21","49","33","5","11","16","29","0","28","0","28","32","51","148","88","56","79","17","19","0","28","0","28","0","28","13","21","0","28","33","44","0","28","21","26","2","4","0","28","0","28","6","9"
"310M400US30900","Logansport, IN Micro Area","6","14","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","6","14","0","24","0","24","0","24","0","24","0","24","0","24","0","24","6","14","0","24","0","24","0","24","0","24","0","24","0","24"
"310M400US30820","Lock Haven, PA Micro Area","11","13","5","7","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","5","7","0","22","0","22","0","22","0","22","6","11","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","6","11","0","22","0","22"
"310M400US30860","Logan, UT-ID Metro Area","488","91","289","70","17","19","19","19","38","28","46","41","9","14","35","48","0","27","5","8","98","47","7","8","0","27","15","15","0","27","0","27","199","66","5","7","42","36","0","27","3","7","0","27","9","17","15","19","11","19","34","21","26","28","17","25","10","11","21","25","6","10"
"310M400US30880","Logan, WV Micro Area","6","10","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","6","10","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","6","10","0","24","0","24","0","24"
"310M400US30940","London, KY Micro Area","20","35","20","35","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","20","35","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27"
"310M400US30980","Longview, TX Metro Area","143","130","127","118","0","31","0","31","0","31","0","31","17","31","0","31","0","31","0","31","35","54","0","31","62","90","13","21","0","31","0","31","16","19","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","16","19","0","31","0","31"
"310M400US31020","Longview, WA Metro Area","306","119","180","108","0","28","0","28","29","26","17","20","17","20","13","33","13","33","0","28","49","51","10","15","0","28","0","28","32","41","0","28","126","80","0","28","0","28","22","40","35","59","0","28","13","18","0","28","0","28","0","28","41","50","0","28","15","24","0","28","0","28"
"310M400US31060","Los Alamos, NM Micro Area","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"310M400US31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","37371","1166","17829","672","1372","183","827","192","1275","212","757","86","575","116","1426","203","1735","190","1412","171","2459","250","2382","162","2008","129","1043","95","311","110","247","114","19542","759","1389","211","966","231","1325","187","755","90","545","94","1488","160","1800","163","1524","124","2813","212","2689","156","2208","155","1226","97","589","97","225","90"
"310M400US31140","Louisville/Jefferson County, KY-IN Metro Area","600","184","283","136","49","56","0","27","1","6","1","4","11","15","108","105","38","39","9","13","36","30","27","31","3","5","0","27","0","27","0","27","317","117","38","35","0","27","28","28","27","26","0","27","17","19","29","31","14","22","12","19","30","32","105","86","0","27","0","27","17","18"
"310M400US31180","Lubbock, TX Metro Area","190","56","85","36","9","12","10","12","0","31","0","31","4","6","24","24","9","15","0","31","29","42","0","31","0","31","0","31","0","31","0","31","105","41","0","31","0","31","10","12","0","31","0","31","20","22","11","16","7","12","11","12","21","28","12","14","0","31","0","31","13","15"
"310M400US31220","Ludington, MI Micro Area","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"310M400US31260","Lufkin, TX Micro Area","5","10","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","5","10","0","31","0","31","0","31","0","31","5","10","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31"
"310M400US31300","Lumberton, NC Micro Area","20","22","20","22","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","10","16","0","29","0","29","10","15","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29"
"310M400US31340","Lynchburg, VA Metro Area","70","49","13","19","7","14","0","28","0","28","0","28","0","28","0","28","0","28","6","12","0","28","0","28","0","28","0","28","0","28","0","28","57","45","0","28","0","28","0","28","0","28","0","28","16","25","0","28","0","28","0","28","11","18","22","33","8","11","0","28","0","28"
"310M400US31380","Macomb, IL Micro Area","19","30","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","19","30","0","23","0","23","0","23","0","23","0","23","19","30","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23"
"310M400US31420","Macon-Bibb County, GA Metro Area","63","62","29","33","14","24","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","15","24","0","31","0","31","34","52","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","34","52","0","31","0","31","0","31"
"310M400US31460","Madera, CA Metro Area","169","115","64","58","0","29","0","29","33","50","0","29","0","29","0","29","8","15","6","10","0","29","5","9","12","17","0","29","0","29","0","29","105","79","0","29","0","29","0","29","0","29","0","29","18","24","9","17","41","63","12","16","12","17","13","25","0","29","0","29","0","29"
"310M400US31500","Madison, IN Micro Area","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24"
"310M400US31540","Madison, WI Metro Area","229","79","150","72","6","11","18","32","0","20","0","20","4","5","44","42","41","46","0","20","0","20","9","9","18","22","10","12","0","20","0","20","79","39","0","20","0","20","0","20","8","14","3","4","9","10","1","3","4","6","3","4","5","6","24","17","6","10","16","23","0","20"
"310M400US31580","Madisonville, KY Micro Area","4","7","4","7","0","24","0","24","0","24","0","24","0","24","4","7","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24"
"310M400US31620","Magnolia, AR Micro Area","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22"
"310M400US31660","Malone, NY Micro Area","94","94","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","94","94","22","34","0","28","0","28","0","28","0","28","4","7","0","28","0","28","0","28","59","86","9","13","0","28","0","28","0","28"
"310M400US31680","Malvern, AR Micro Area","10","17","10","17","0","25","0","25","0","25","0","25","0","25","0","25","0","25","10","17","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25"
"310M400US31700","Manchester-Nashua, NH Metro Area","200","123","69","57","0","27","0","27","0","27","0","27","0","27","17","31","0","27","35","49","0","27","17","31","0","27","0","27","0","27","0","27","131","123","0","27","11","17","22","35","0","27","0","27","13","21","0","27","0","27","28","46","9","13","22","33","26","41","0","27","0","27"
"310M400US31740","Manhattan, KS Metro Area","172","36","127","58","0","24","0","24","0","24","8","13","0","24","103","78","4","7","7","12","5","10","0","24","0","24","0","24","0","24","0","24","45","36","0","24","0","24","0","24","0","24","24","24","0","24","7","11","4","10","6","11","4","9","0","24","0","24","0","24","0","24"
"310M400US31820","Manitowoc, WI Micro Area","4","5","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","4","5","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","4","5","0","20","0","20","0","20","0","20"
"310M400US31860","Mankato-North Mankato, MN Metro Area","24","23","17","16","6","10","0","20","0","20","0","20","0","20","0","20","9","14","0","20","0","20","0","20","0","20","2","3","0","20","0","20","7","11","7","11","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20"
"310M400US31900","Mansfield, OH Metro Area","33","35","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","33","35","9","15","0","27","0","27","0","27","0","27","0","27","8","11","0","27","0","27","0","27","0","27","16","24","0","27","0","27"
"310M400US31930","Marietta, OH Micro Area","10","19","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","10","19","0","27","0","27","10","19","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27"
"310M400US31940","Marinette, WI-MI Micro Area","11","12","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","11","12","0","27","0","27","0","27","3","5","0","27","0","27","0","27","0","27","0","27","0","27","0","27","8","12","0","27","0","27"
"310M400US31980","Marion, IN Micro Area","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27"
"310M400US32000","Marion, NC Micro Area","14","24","14","24","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","14","24","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26"
"310M400US32020","Marion, OH Micro Area","21","23","14","19","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","14","19","0","27","0","27","0","27","0","27","0","27","7","12","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","7","12","0","27","0","27"
"310M400US32100","Marquette, MI Micro Area","33","8","26","10","0","23","11","11","0","23","0","23","0","23","4","8","0","23","0","23","5","6","3","5","0","23","3","7","0","23","0","23","7","6","3","5","0","23","0","23","0","23","0","23","2","2","0","23","0","23","0","23","0","23","0","23","0","23","2","4","0","23"
"310M400US32140","Marshall, MN Micro Area","3","3","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","3","3","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","2","2","1","2","0","16","0","16"
"310M400US32180","Marshall, MO Micro Area","247","23","170","34","43","16","85","30","0","20","16","35","0","20","0","20","0","20","0","20","26","11","0","20","0","20","0","20","0","20","0","20","77","18","42","15","0","20","0","20","0","20","0","20","0","20","0","20","0","20","33","12","1","11","1","19","0","20","0","20","0","20"
"310M400US32220","Marshall, TX Micro Area","15","24","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","15","24","0","31","0","31","0","31","0","31","15","24","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31"
"310M400US32260","Marshalltown, IA Micro Area","14","25","1","4","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","1","4","0","20","0","20","13","24","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","13","24","0","20"
"310M400US32280","Martin, TN Micro Area","18","23","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","18","23","0","26","0","26","0","26","0","26","3","7","11","21","4","6","0","26","0","26","0","26","0","26","0","26","0","26","0","26"
"310M400US32300","Martinsville, VA Micro Area","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28"
"310M400US32340","Maryville, MO Micro Area","29","48","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","29","48","0","20","0","20","0","20","0","20","0","20","0","20","0","20","29","48","0","20","0","20","0","20","0","20","0","20","0","20"
"310M400US32380","Mason City, IA Micro Area","10","13","10","13","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","2","4","0","22","8","13","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22"
"310M400US32420","Mayag�ez, PR Metro Area","1","11","1","11","0","32","0","32","0","32","1","11","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32"
"310M400US32460","Mayfield, KY Micro Area","101","116","40","61","0","24","0","24","18","34","7","12","0","24","0","24","0","24","0","24","6","11","9","15","0","24","0","24","0","24","0","24","61","63","17","20","5","10","0","24","0","24","0","24","0","24","0","24","0","24","39","49","0","24","0","24","0","24","0","24","0","24"
"310M400US32500","Maysville, KY Micro Area","6","11","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","6","11","6","11","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"310M400US32540","McAlester, OK Micro Area","65","27","20","11","0","20","0","20","5","5","11","8","0","20","0","20","0","20","4","8","0","20","0","20","0","20","0","20","0","20","0","20","45","29","0","20","0","20","5","5","0","20","0","20","0","20","0","20","0","20","6","6","0","20","34","31","0","20","0","20","0","20"
"310M400US32580","McAllen-Edinburg-Mission, TX Metro Area","192","137","119","112","31","48","0","31","0","31","1","24","0","31","25","44","47","49","0","31","0","31","0","31","0","31","15","22","0","31","0","31","73","71","5","10","0","31","0","31","0","31","0","31","4","10","31","48","0","31","25","41","8","11","0","31","0","31","0","31","0","31"
"310M400US32620","McComb, MS Micro Area","4","8","4","8","0","30","0","30","0","30","0","30","4","8","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30"
"310M400US32660","McMinnville, TN Micro Area","119","139","35","54","12","17","10","18","0","26","7","12","0","26","0","26","0","26","0","26","0","26","6","11","0","26","0","26","0","26","0","26","84","87","21","29","0","26","0","26","0","26","28","31","0","26","14","16","0","26","17","17","4","8","0","26","0","26","0","26","0","26"
"310M400US32700","McPherson, KS Micro Area","6","9","6","9","0","19","6","9","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"310M400US32740","Meadville, PA Micro Area","31","33","2","4","0","24","0","24","0","24","2","4","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","29","34","0","24","0","24","0","24","0","24","9","15","0","24","0","24","20","32","0","24","0","24","0","24","0","24","0","24","0","24"
"310M400US32780","Medford, OR Metro Area","760","151","327","128","0","28","111","84","51","47","0","28","0","28","15","25","62","71","0","28","35","43","19","32","0","28","34","47","0","28","0","28","433","139","0","28","0","28","56","44","16","29","0","28","91","75","0","28","92","87","133","89","28","43","0","28","0","28","17","26","0","28"
"310M400US32820","Memphis, TN-MS-AR Metro Area","502","207","183","112","46","52","0","27","0","27","0","27","0","27","0","27","5","7","18","27","26","34","59","50","23","22","5","8","1","5","0","27","319","166","8","15","0","27","57","88","15","18","16","22","3","6","35","41","5","8","71","67","25","28","51","63","33","30","0","27","0","27"
"310M400US32860","Menomonie, WI Micro Area","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"310M400US32900","Merced, CA Metro Area","623","202","385","174","0","29","61","40","100","41","0","29","11","18","0","29","26","42","46","58","55","37","22","36","14","25","43","62","7","10","0","29","238","133","0","29","2","5","61","40","10","17","17","16","0","29","64","65","0","29","51","47","0","29","11","21","15","26","7","10","0","29"
"310M400US32940","Meridian, MS Micro Area","22","34","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","22","34","0","30","0","30","0","30","0","30","0","30","0","30","22","34","0","30","0","30","0","30","0","30","0","30","0","30","0","30"
"310M400US32980","Merrill, WI Micro Area","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16"
"310M400US33020","Mexico, MO Micro Area","23","19","8","13","0","20","0","20","0","20","0","20","0","20","0","20","0","20","8","13","0","20","0","20","0","20","0","20","0","20","0","20","15","18","0","20","0","20","0","20","0","20","0","20","8","15","0","20","0","20","0","20","0","20","7","11","0","20","0","20","0","20"
"310M400US33060","Miami, OK Micro Area","232","55","105","30","16","11","20","9","4","5","0","20","0","20","6","13","4","6","9","9","22","15","21","14","3","4","0","20","0","20","0","20","127","33","14","10","27","13","10","9","0","20","5","6","9","9","4","6","22","10","27","16","9","10","0","20","0","20","0","20","0","20"
"310M400US33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","2602","447","1232","257","18","28","24","22","98","71","17","18","37","38","129","89","86","76","203","151","185","108","229","97","110","74","58","50","30","41","8","13","1370","291","33","51","97","55","58","38","13","23","5","10","73","56","19","25","159","109","400","181","275","128","132","91","74","49","32","34","0","31"
"310M400US33140","Michigan City-La Porte, IN Metro Area","27","37","27","37","22","37","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","5","8","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27"
"310M400US33180","Middlesborough, KY Micro Area","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21"
"310M400US33220","Midland, MI Metro Area","63","31","43","30","0","23","0","23","0","23","0","23","0","23","0","23","11","16","0","23","14","20","0","23","13","15","0","23","0","23","5","8","20","19","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","6","8","14","19","0","23","0","23","0","23"
"310M400US33260","Midland, TX Metro Area","81","57","21","31","0","31","0","31","0","31","0","31","0","31","19","31","0","31","0","31","0","31","0","31","2","4","0","31","0","31","0","31","60","47","0","31","0","31","0","31","0","31","0","31","6","9","5","8","19","31","0","31","15","23","2","4","13","23","0","31","0","31"
"310M400US33300","Milledgeville, GA Micro Area","14","25","14","25","0","31","0","31","0","31","0","31","0","31","0","31","0","31","14","25","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31"
"310M400US33340","Milwaukee-Waukesha-West Allis, WI Metro Area","548","140","220","73","16","25","19","20","33","35","0","20","0","20","29","40","17","15","0","20","14","22","30","19","36","26","0","20","10","14","16","24","328","101","0","20","25","24","8","19","0","20","11","16","41","52","54","58","6","9","56","47","19","21","56","41","22","24","9","15","21","24"
"310M400US33420","Mineral Wells, TX Micro Area","37","36","13","22","0","25","0","25","0","25","0","25","0","25","0","25","13","22","0","25","0","25","0","25","0","25","0","25","0","25","0","25","24","32","0","25","0","25","0","25","11","15","9","13","0","25","0","25","0","25","0","25","4","6","0","25","0","25","0","25","0","25"
"310M400US33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","1218","236","746","204","32","44","9","13","56","39","0","27","119","78","79","86","37","54","76","45","185","150","78","53","48","31","27","21","0","27","0","27","472","122","0","27","4","8","18","22","23","23","0","27","26","31","130","80","28","45","56","42","50","40","61","51","67","60","0","27","9","14"
"310M400US33500","Minot, ND Micro Area","80","35","48","34","0","22","0","22","0","22","0","22","0","22","28","30","0","22","0","22","0","22","20","24","0","22","0","22","0","22","0","22","32","33","0","22","0","22","9","12","0","22","0","22","0","22","0","22","8","11","0","22","0","22","15","25","0","22","0","22","0","22"
"310M400US33540","Missoula, MT Metro Area","134","111","101","89","0","23","0","23","0","23","0","23","0","23","0","23","0","23","43","65","0","23","35","59","0","23","0","23","0","23","23","37","33","37","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","13","20","0","23","20","31","0","23","0","23","0","23"
"310M400US33580","Mitchell, SD Micro Area","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"310M400US33620","Moberly, MO Micro Area","15","20","9","14","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","9","14","0","20","0","20","0","20","0","20","6","14","0","20","0","20","0","20","0","20","0","20","6","14","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20"
"310M400US33660","Mobile, AL Metro Area","62","50","45","44","0","28","0","28","0","28","0","28","0","28","0","28","0","28","15","27","14","25","0","28","16","26","0","28","0","28","0","28","17","22","0","28","11","18","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","6","11","0","28"
"310M400US33700","Modesto, CA Metro Area","3973","330","2101","188","89","62","169","74","46","45","99","34","28","28","223","102","206","93","135","69","349","89","270","34","273","16","106","66","84","79","24","37","1872","197","96","52","122","72","69","43","49","31","27","27","186","47","184","28","36","35","429","95","249","61","178","59","211","58","19","27","17","20"
"310M400US33740","Monroe, LA Metro Area","84","88","45","69","0","29","0","29","0","29","0","29","0","29","45","69","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","39","55","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","39","55","0","29","0","29","0","29","0","29"
"310M400US33780","Monroe, MI Metro Area","10","12","3","5","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","3","5","0","23","0","23","0","23","7","11","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","7","11","0","23","0","23","0","23"
"310M400US33860","Montgomery, AL Metro Area","88","63","34","37","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","24","31","10","20","0","28","0","28","0","28","54","44","0","28","0","28","13","19","0","28","0","28","0","28","14","16","0","28","0","28","0","28","0","28","27","36","0","28","0","28"
"310M400US33940","Montrose, CO Micro Area","101","98","60","87","0","25","22","36","0","25","0","25","0","25","0","25","0","25","0","25","38","54","0","25","0","25","0","25","0","25","0","25","41","58","0","25","0","25","0","25","0","25","0","25","0","25","0","25","41","58","0","25","0","25","0","25","0","25","0","25","0","25"
